순번,사업장명,인허가일자,영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,위생업태명,업데이트
681,큰손조개구이,2021-07-29,영업/정상,,경상남도 거제시 능포동 564-24,"경상남도 거제시 능포로15길 35, 1층 (능포동)",53312,한식,한식
682,메가?使㈆曠?(거제점),2021-08-02,영업/정상,055 6351704,경상남도 거제시 고현동 207-1,"경상남도 거제시 동문천로 52, 1층 102(일부)호 (고현동)",53259,기타,기타
683,정성닭발 고현상동점,2021-08-02,영업/정상,,경상남도 거제시 고현동 240-11,"경상남도 거제시 거제중앙로 1824, 1층 (고현동)",53259,호프/통닭,호프/통닭
684,밥장인돼지찌개,2021-08-02,영업/정상,055 9508289,경상남도 거제시 고현동 41-8 중앙빌딩 A동 107호,"경상남도 거제시 고현로 117, 중앙빌딩 A동 1층 107호 (고현동)",53251,한식,한식
685,삼삼해물 장승포점,2021-08-03,영업/정상,50713991719,경상남도 거제시 장승포동 717-2,"경상남도 거제시 장승포로 76, 수산물유통물류센터 2층 (장승포동)",53319,횟집,횟집
686,숯양두마리치킨장평점,2021-08-04,영업/정상,055 6345008,경상남도 거제시 장평동 140,"경상남도 거제시 장평4로 61, 1층 (장평동)",53270,호프/통닭,호프/통닭
687,지세포카페,2021-08-06,영업/정상,055 6810333,경상남도 거제시 일운면 지세포리 335,"경상남도 거제시 일운면 지세포선창길 8-1, 1층",53328,기타,기타
688,청연 거제점,2021-08-09,영업/정상,055 950 7870,경상남도 거제시 고현동 1011-5,"경상남도 거제시 중곡로1길 26-3, 1층 (고현동)",53249,횟집,횟집
689,구피홀덤바,2021-08-10,영업/정상,,경상남도 거제시 옥포동 370-1,"경상남도 거제시 옥포로 152, 2층 (옥포동)",53229,기타,기타
690,샌딜리버블 파스타입니다,2021-08-13,영업/정상,055 635 7372,경상남도 거제시 상동동 1120,"경상남도 거제시 상동5길 56, 더샵 거제디클리브 303동 지1층 C113호 (상동동)",53294,경양식,경양식
691,술時,2021-08-13,영업/정상,055 634 2542,경상남도 거제시 고현동 1015-1,"경상남도 거제시 중곡로1길 6, 바른빌딩 1층 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
692,자담치킨 수양점,2021-08-18,영업/정상,055 636 0766,경상남도 거제시 양정동 962-1,"경상남도 거제시 수양로 471, 동희빌딩 1층 104호 (양정동)",53236,호프/통닭,호프/통닭
693,고려삼겹살,2021-08-20,영업/정상,055 6819294,경상남도 거제시 고현동 1007-5,"경상남도 거제시 중곡로1길 42-4, 1층 (고현동)",53249,한식,한식
694,덮스타,2021-08-24,영업/정상,,경상남도 거제시 장목면 외포리 524-5,"경상남도 거제시 장목면 옥포대첩로 1117, 주2동 1~3층",53202,경양식,경양식
695,아라리,2021-08-30,영업/정상,055 681 7989,경상남도 거제시 일운면 지세포리 882-1,"경상남도 거제시 일운면 지세포6길 2, 1층",53328,분식,분식
696,무모한 초밥(거제고현점),2021-09-02,영업/정상,055 633 3330,경상남도 거제시 고현동 978-10 고현동주상복합아파트,"경상남도 거제시 거제중앙로 1930-10, 1층 104호 (고현동, 고현동주상복합아파트)",53251,일식,일식
697,아서원,2021-09-03,영업/정상,055 6339090,경상남도 거제시 고현동 492,"경상남도 거제시 계룡로7길 1, 1동 1층 (고현동)",53257,중국식,중국식
698,완미족발 거제아주점,2021-09-03,영업/정상,055 6829292,경상남도 거제시 아주동 1697-26,경상남도 거제시 아주1로 17 (아주동),53305,호프/통닭,호프/통닭
699,만타스시31 고현점,2021-09-06,영업/정상,055 6333334,경상남도 거제시 고현동 37-13,"경상남도 거제시 거제중앙로 1888-1, 1층 (고현동)",53255,일식,일식
700,팔삼상회,2021-09-07,영업/정상,,경상남도 거제시 옥포동 1916-1 한성아트빌1차,"경상남도 거제시 옥포로4길 34, 1층 103호 (옥포동, 한성아트빌1차)",53231,한식,한식
701,야래향,2021-09-08,영업/정상,50713341200,경상남도 거제시 고현동 961-176,"경상남도 거제시 서문로 78-1, 1층 (고현동)",53251,중국식,중국식
702,조은호프카페,2021-09-09,영업/정상,,경상남도 거제시 장목면 장목리 240-86,"경상남도 거제시 장목면 거제북로 1163, 1층 102호",53201,정종/대포집/소주방,정종/대포집/소주방
703,미니식당,2021-09-10,영업/정상,,경상남도 거제시 옥포동 525-25,"경상남도 거제시 옥포로19길 16, 1층 (옥포동)",53223,한식,한식
704,크래프트(kraft),2021-09-14,영업/정상,,경상남도 거제시 옥포동 548-11,"경상남도 거제시 옥포로 174, 1층 (옥포동)",53229,경양식,경양식
705,돔(Dom),2021-09-15,영업/정상,,경상남도 거제시 옥포동 548-22,"경상남도 거제시 옥포로 170, 1층 (옥포동)",53229,경양식,경양식
706,거제도 더꽃(매미성점),2021-09-17,영업/정상,50713416618,경상남도 거제시 장목면 대금리 425-5,"경상남도 거제시 장목면 옥포대첩로 1350-6, 1~2층",53202,식육(숯불구이),식육(숯불구이)
707,??섧런抵봅巒돕철? 거제상문점,2021-09-23,영업/정상,055 6371388,경상남도 거제시 양정동 1096 거제2차 IPARK,"경상남도 거제시 수양로 110, 601동 지하3층 B304호 (양정동, 거제2차 IPARK)",53337,경양식,경양식
708,맷돌순두부.쌈밥,2021-09-24,영업/정상,055 681 4544,경상남도 거제시 일운면 옥림리 235-2,"경상남도 거제시 일운면 옥림길 95, 주1동 1층",53326,한식,한식
709,경원해물찜 고현점,2021-09-24,영업/정상,055 6340099,경상남도 거제시 상동동 423-2,"경상남도 거제시 거제중앙로 1774, 1층 (상동동)",53288,한식,한식
710,아그네스관광농원,2021-09-27,영업/정상,055 6363777,경상남도 거제시 둔덕면 학산리 749-1 아그네스 수산 본관동,"경상남도 거제시 둔덕면 거제남서로 5187, 아그네스 수산 본관동 3층",53279,한식,한식
711,현서식당,2021-09-30,영업/정상,,경상남도 거제시 능포동 633-169 옥천상가,"경상남도 거제시 옥수로2길 18, 옥천상가 1층 103호 (능포동)",53316,한식,한식
712,끝까지간다,2021-10-01,영업/정상,055 6336021,경상남도 거제시 장평동 56-6,"경상남도 거제시 장평3로4길 41, 1층 (장평동)",53268,한식,한식
713,올레새우가,2021-10-06,영업/정상,055 687 8775,경상남도 거제시 덕포동 329,"경상남도 거제시 덕포5길 6, 1층 (덕포동)",53213,기타,기타
714,해송가(대한케이푸드연구소),2021-10-07,영업/정상,50713442717,경상남도 거제시 상동동 943-20,"경상남도 거제시 계룡로5길 12, 1층 (상동동)",53290,한식,한식
715,우리할매떡볶이 거제점,2021-10-08,영업/정상,055 950 9666,경상남도 거제시 고현동 209-2,"경상남도 거제시 거제중앙로 1854, 1층 (고현동)",53255,분식,분식
716,상미이즈(상미is),2021-10-13,영업/정상,055 6357802,경상남도 거제시 고현동 1013-8,"경상남도 거제시 중곡2로6길 26, 1층 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
717,김부영타로,2021-10-13,영업/정상,,경상남도 거제시 옥포동 548-4,"경상남도 거제시 옥포로10길 8, 1동 1층 (옥포동)",53229,분식,분식
718,고두방,2021-10-15,영업/정상,055 6385234,경상남도 거제시 고현동 784-6,"경상남도 거제시 고현로 57, 1층 (고현동)",53253,한식,한식
719,"수기의키친(Sugi,s kitchen)",2021-10-15,영업/정상,055 682 6427,경상남도 거제시 일운면 와현리 381-4,"경상남도 거제시 일운면 와현해변길 8, 1층",53329,호프/통닭,호프/통닭
720,도시새우,2021-10-18,영업/정상,055 633 1922,경상남도 거제시 둔덕면 하둔리 644-2,"경상남도 거제시 둔덕면 거제남서로 4569-61, 주1동 1층",53281,한식,한식
721,장목생선구이,2021-10-18,영업/정상,055 6326809,경상남도 거제시 고현동 79-6,"경상남도 거제시 거제중앙로16길 12, 1층 (고현동)",53255,한식,한식
722,명가 양선지국밥,2021-10-18,영업/정상,055 633 0257,경상남도 거제시 장평동 72-7,"경상남도 거제시 장평3로4길 42, 1층 (장평동)",53268,한식,한식
723,불막열삼 수월점,2021-10-19,영업/정상,055 633 8936,경상남도 거제시 양정동 960-3,"경상남도 거제시 수양로 484, 1층 104호 (양정동)",53236,식육(숯불구이),식육(숯불구이)
724,맛,2021-10-20,영업/정상,055 635 6100,경상남도 거제시 거제면 서정리 762-1 태성아트빌,"경상남도 거제시 거제면 기성로 14, 태성아트빌 2층",53286,한식,한식
725,왔따쪽갈비 장승포점,2021-10-20,영업/정상,070 86912582,경상남도 거제시 장승포동 535-3,"경상남도 거제시 장승로 113, 1층 (장승포동)",53322,식육(숯불구이),식육(숯불구이)
726,호랑이갈비탕,2021-10-21,영업/정상,,경상남도 거제시 고현동 1016-5,"경상남도 거제시 중곡로1길 9, 1층 (고현동)",53249,한식,한식
727,미정포차.야식,2021-10-26,영업/정상,,경상남도 거제시 고현동 1009-10,"경상남도 거제시 중곡로1길 36-1, 1층 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
728,동궁찜닭 고현점,2021-10-27,영업/정상,055 633 0750,경상남도 거제시 고현동 1007-12,"경상남도 거제시 중곡로1길 46, 1층 (고현동)",53249,한식,한식
729,치킨매니아 옥포아주점,2021-10-29,영업/정상,055 6882594,경상남도 거제시 옥포동 1278 덕산2차아파트,"경상남도 거제시 옥포로 298, 상가동 1층 104호 (옥포동, 덕산2차아파트)",53218,호프/통닭,호프/통닭
730,그해 거제,2021-11-02,영업/정상,,경상남도 거제시 일운면 지세포리 816-12,"경상남도 거제시 일운면 지세포로 136, 1층",53328,기타,기타
731,단데안담(DANDE ANDAM BAKESHOP),2021-11-02,영업/정상,50713274475,경상남도 거제시 덕포동 365-2 오션뷰,"경상남도 거제시 덕포5길 32-1, 1층 101(일부)호 (덕포동, 오션뷰)",53213,기타,기타
732,까페더홀가분,2021-11-04,영업/정상,,경상남도 거제시 양정동 342-2,"경상남도 거제시 양정2길 61, 1층 (양정동)",53244,기타,기타
733,천복양꼬치,2021-11-04,영업/정상,055 633 1307,경상남도 거제시 고현동 1017-9,"경상남도 거제시 중곡로1길 21, 1층 (고현동)",53249,식육(숯불구이),식육(숯불구이)
734,그늘나무아래,2021-11-04,영업/정상,055 634 3138,경상남도 거제시 문동동 14-1,"경상남도 거제시 문동4길 103, 1층 (문동동)",53297,한식,한식
735,돈돈돈,2021-11-04,영업/정상,055 632 9233,경상남도 거제시 장평동 1195-12,"경상남도 거제시 장평1로7길 31, 1층 (장평동)",53267,식육(숯불구이),식육(숯불구이)
736,60계치킨 거제옥포점,2021-11-04,영업/정상,055 687 8866,경상남도 거제시 옥포동 874-11 e편한세상 옥포아파트 1단지,"경상남도 거제시 성산로 33, 상가113동 1층 103호 (옥포동, e편한세상 옥포아파트 1단지)",53216,호프/통닭,호프/통닭
737,계룡산숯불갈비 장목점,2021-11-04,영업/정상,,경상남도 거제시 장목면 장목리 241-1,"경상남도 거제시 장목면 거제북로 1170-1, 1층",53201,식육(숯불구이),식육(숯불구이)
738,99번지 퓨전얼큰이,2021-11-05,영업/정상,,경상남도 거제시 옥포동 508-7,"경상남도 거제시 옥포중앙로 99, 1층 (옥포동)",53221,식육(숯불구이),식육(숯불구이)
739,물회 초장집,2021-11-05,영업/정상,055 636 6033,경상남도 거제시 고현동 817-6,"경상남도 거제시 고현로 91-1, 1층 (고현동)",53253,횟집,횟집
740,꾸브라꼬 숯불두마리치킨 거제옥포점,2021-11-08,영업/정상,055 688 1611,경상남도 거제시 옥포동 523-28,"경상남도 거제시 옥포로20길 19, 1층 (옥포동)",53222,호프/통닭,호프/통닭
741,연초맛집,2021-11-09,영업/정상,055 6355566,경상남도 거제시 연초면 죽토리 1101-12,"경상남도 거제시 연초면 거제북로 45, 1층 101호",53212,한식,한식
742,더레드바(THE Red Bar),2021-11-10,영업/정상,,경상남도 거제시 고현동 1014-7,"경상남도 거제시 중곡로3길 7, 2층 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
743,제일,2021-11-11,영업/정상,055 6325060,경상남도 거제시 연초면 연사리 1220-3,"경상남도 거제시 연초면 연하해안로 36, 1호동 1층",53209,한식,한식
744,거제도카페짹짹커피,2021-11-12,영업/정상,,경상남도 거제시 고현동 374,"경상남도 거제시 거제중앙로8길 8, C동 1층 (고현동)",53259,기타,기타
745,그집,2021-11-15,영업/정상,,경상남도 거제시 연초면 죽토리 1114-10,"경상남도 거제시 연초면 죽토2길 2, 1층",53212,정종/대포집/소주방,정종/대포집/소주방
746,명인만두 거제아주점,2021-11-17,영업/정상,055 6810771,경상남도 거제시 아주동 335,"경상남도 거제시 아주로3길 12, 지하1층 (아주동)",53304,분식,분식
747,삼밭카페,2021-11-17,영업/정상,055 6815955,경상남도 거제시 장승포동 550-151,"경상남도 거제시 마전7길 21, 2층 (장승포동)",53323,기타,기타
748,카페 채홍,2021-11-17,영업/정상,50714248171,경상남도 거제시 일운면 옥림리 325,"경상남도 거제시 일운면 옥림길 141, 1층",53326,기타,기타
749,황금명태본가 거제옥포점,2021-11-19,영업/정상,055 688 5382,경상남도 거제시 옥포동 1911-4 미진비치타워,"경상남도 거제시 옥포로6길 38-3, 미진아파트 상가2호동 1층 101호 (옥포동)",53231,한식,한식
750,쭈야족발,2021-11-22,영업/정상,,경상남도 거제시 고현동 987-5 세일마트,"경상남도 거제시 중곡로7길 12, 가동 1층 (고현동)",53245,식육(숯불구이),식육(숯불구이)
751,가득피자 거제점,2021-11-24,영업/정상,055 634 3222,경상남도 거제시 고현동 84-7,"경상남도 거제시 고현로12길 21-1, 1층 (고현동)",53255,기타,기타
752,한우가마솥곰탕,2021-11-26,영업/정상,055 6333554,경상남도 거제시 장목면 장목리 329-4,"경상남도 거제시 장목면 거제북로 1221-2, 1층",53201,탕류(보신용),탕류(보신용)
753,비비큐(BBQ)치킨 망치몽돌해수욕장점,2021-11-29,영업/정상,50713209912,경상남도 거제시 일운면 망치리 122-1,"경상남도 거제시 일운면 거제대로 1794, 1층 104호",53329,호프/통닭,호프/통닭
754,연어꽃핀육회,2021-12-02,영업/정상,,경상남도 거제시 옥포동 999-7,"경상남도 거제시 국산2길 9, 1층 (옥포동)",53219,일식,일식
755,대교칼국수.보리밥,2021-12-02,영업/정상,,경상남도 거제시 사등면 덕호리 140-9,"경상남도 거제시 사등면 거제남서로 5354, 1층",53274,분식,분식
756,만타스시31(옥포점),2021-12-03,영업/정상,,경상남도 거제시 옥포동 530-21,"경상남도 거제시 옥포대첩로 33, 1층 (옥포동)",53222,일식,일식
757,소나무,2021-12-03,영업/정상,,경상남도 거제시 장승포동 296-7,"경상남도 거제시 장승포1로1길 18, 1~2층 (장승포동)",53320,한식,한식
758,거제대영수산,2021-12-06,영업/정상,055 6328762,경상남도 거제시 장목면 장목리 320-17,"경상남도 거제시 장목면 거제북로 1201, 1층",53201,횟집,횟집
759,믹스토랑(MIX Torang),2021-12-08,영업/정상,055 6368999,경상남도 거제시 고현동 512-1,"경상남도 거제시 계룡로9길 9, 주건축물 제1동 2층 (고현동)",53257,정종/대포집/소주방,정종/대포집/소주방
760,오케이비어(ok beer),2021-12-08,영업/정상,,경상남도 거제시 상동동 924-5,"경상남도 거제시 상동5길 119, 주건축물제1동 1층 (상동동)",53292,호프/통닭,호프/통닭
761,나돼지,2021-12-09,영업/정상,50714113313,경상남도 거제시 고현동 1014-9,"경상남도 거제시 중곡2로6길 21, 1층 (고현동)",53249,식육(숯불구이),식육(숯불구이)
762,꼴통포차,2021-12-10,영업/정상,,경상남도 거제시 고현동 1006-1,"경상남도 거제시 중곡1로 16, 1층 (고현동)",53249,정종/대포집/소주방,정종/대포집/소주방
763,하나포차,2021-12-13,영업/정상,055 6829393,경상남도 거제시 일운면 지세포리 929-117,"경상남도 거제시 일운면 지세포해안로 90-14, 1층",53328,호프/통닭,호프/통닭
764,고래오뎅(본점),2021-12-13,영업/정상,055 6821800,경상남도 거제시 아주동 1692-8,"경상남도 거제시 아주1로 14, 1층 (아주동)",53305,정종/대포집/소주방,정종/대포집/소주방
765,시장분식,2021-12-14,영업/정상,,경상남도 거제시 고현동 98-27 고현종합시장,"경상남도 거제시 거제중앙로 1883-2, 고현종합시장 1층 116,117,118,119(1/2)호 (고현동)",53254,분식,분식
766,바다찜,2021-12-15,영업/정상,055 635 8883,경상남도 거제시 장평동 119-11,"경상남도 거제시 장평4로 6, 1층 (장평동)",53270,횟집,횟집
767,88고기집,2021-12-16,영업/정상,055 636 8892,경상남도 거제시 고현동 1036-9,"경상남도 거제시 계룡로 66, 1층 (고현동)",53258,식육(숯불구이),식육(숯불구이)
768,큰부자시락국,2021-12-17,영업/정상,055 6324912,경상남도 거제시 거제면 서정리 730-5,"경상남도 거제시 거제면 읍내로13길 1, 1층",53285,한식,한식
769,신수여김밥&멸치국수,2021-12-17,영업/정상,055 634 2046,경상남도 거제시 거제면 동상리 533-1,"경상남도 거제시 거제면 읍내로2길 25, 1층",53286,분식,분식
770,덕이네 포차,2021-12-20,영업/정상,,경상남도 거제시 고현동 100-17,"경상남도 거제시 고현로 98, 1층 (고현동)",53254,정종/대포집/소주방,정종/대포집/소주방
771,옹시미,2021-12-21,영업/정상,,경상남도 거제시 사등면 창호리 603,"경상남도 거제시 사등면 가조로 1220-12, 1층",53273,한식,한식
772,갈비맛있는집 아주점,2021-12-23,영업/정상,055 681 8484,경상남도 거제시 아주동 1698-12,"경상남도 거제시 아주1로3길 28, 1층 (아주동)",53305,식육(숯불구이),식육(숯불구이)
773,눈꽃대패 고현점,2021-12-27,영업/정상,,경상남도 거제시 고현동 1008-13,"경상남도 거제시 중곡2로4길 30, 1층 (고현동)",53249,식육(숯불구이),식육(숯불구이)
774,계룡산숯불갈비 본점,2021-12-29,영업/정상,055 6338492,경상남도 거제시 거제면 남동리 29-21,"경상남도 거제시 거제면 거제남서로 3402, 1동 1층",53286,식육(숯불구이),식육(숯불구이)
775,비에이치씨(BHC) 거제연초점,2021-12-31,영업/정상,055 635 8789,경상남도 거제시 연초면 죽토리 1101-4,"경상남도 거제시 연초면 거제북로 27-9, 1층",53212,호프/통닭,호프/통닭
776,버닝바(burning Bar),2022-01-05,영업/정상,055 638 5855,경상남도 거제시 고현동 1010-8,"경상남도 거제시 중곡로1길 28-6, 2층 (고현동)",53249,호프/통닭,호프/통닭
777,호시노 타카라,2022-01-05,영업/정상,,경상남도 거제시 아주동 1697-11,"경상남도 거제시 아주1로 21, 1층 (아주동)",53305,일식,일식
778,바다바람,2022-01-05,영업/정상,055 6380907,경상남도 거제시 장목면 시방리 196-5,"경상남도 거제시 장목면 시방2길 42, 1층",53202,경양식,경양식
779,심봉사도로케 거제고현점,2022-01-17,영업/정상,,경상남도 거제시 고현동 819-3,"경상남도 거제시 고현로9길 13, 1층 (고현동)",53253,횟집,횟집
780,통영집,2022-01-20,영업/정상,055 6885033,경상남도 거제시 옥포동 1281-55,"경상남도 거제시 진목2길 77, 지1층 (옥포동)",53225,횟집,횟집
781,가비앙,2022-01-20,영업/정상,50714219202,경상남도 거제시 고현동 326-5,"경상남도 거제시 고현천로 124, 주건축물제1동 1층 (고현동)",53259,기타,기타
782,온더선셋,2022-01-20,영업/정상,055 6342233,경상남도 거제시 사등면 성포리 390-2,"경상남도 거제시 사등면 성포로 65, 온더썬셋 1~3층",53276,기타,기타
783,비에이치씨(BHC)거제사곡점,2022-01-20,영업/정상,055 632 9288,경상남도 거제시 사등면 사곡리 877-10 101호,"경상남도 거제시 사등면 두동로 20, 1층 101호",53278,호프/통닭,호프/통닭
784,워닉커피로스터스,2022-01-21,영업/정상,50713658194,경상남도 거제시 문동동 632-1,"경상남도 거제시 문동1길 45-1, 주2동 1층 (문동동)",53298,기타,기타
785,샐리의 정성카페(cafe),2022-01-21,영업/정상,50713812406,경상남도 거제시 아주동 1200 석호해와루아파트 114동 301호,"경상남도 거제시 아주로 73, 114동 3층 301호 (아주동, 석호해와루아파트)",53310,기타,기타
786,백세식당,2022-01-27,영업/정상,055 6361220,경상남도 거제시 고현동 79-9,"경상남도 거제시 동문1길 1, 1층 (고현동)",53255,한식,한식
787,마시조아,2022-01-27,영업/정상,055 681 0066,경상남도 거제시 아주동 751-5 한솔빌딩,"경상남도 거제시 거제대로 3563, 한솔빌딩 1층 (아주동)",53301,한식,한식
788,다포(Dapo226),2022-01-28,영업/정상,50713948307,경상남도 거제시 남부면 다포리 226,"경상남도 거제시 남부면 다포4길 6, 주1동 1층",53334,기타,기타
789,오렌지식당,2022-02-03,영업/정상,,경상남도 거제시 장목면 시방리 47,"경상남도 거제시 장목면 이수도길 31-16, 주2동 1층",53202,한식,한식
790,황가네잔치국수,2022-02-04,영업/정상,055 6362906,경상남도 거제시 연초면 덕치리 288-1,"경상남도 거제시 연초면 덕치2길 4, 주1동 1층",,분식,분식
791,국가대표 김치찜,2022-02-04,영업/정상,,경상남도 거제시 옥포동 512-8,"경상남도 거제시 옥포로24길 17, 1층 (옥포동)",53222,한식,한식
792,왕가마라탕,2022-02-04,영업/정상,055 688 6616,경상남도 거제시 옥포동 512-8,"경상남도 거제시 옥포로24길 17, 1층 (옥포동)",53222,중국식,중국식
793,미드나잇블루(midnightblue),2022-02-07,영업/정상,,경상남도 거제시 옥포동 869-12 101호,"경상남도 거제시 성산로3길 9, 1층 101호 (옥포동)",53220,기타,기타
794,랑이네 밥상,2022-02-08,영업/정상,,경상남도 거제시 고현동 159-31,"경상남도 거제시 거제중앙로13길 13-4, 1층 (고현동)",53256,한식,한식
795,요샌&오늘도빙수,2022-02-08,영업/정상,,경상남도 거제시 고현동 194-3,"경상남도 거제시 동문천로 31, 지1~1층 (고현동)",53256,기타,기타
796,디저트39 거제고현점,2022-02-09,영업/정상,055 638 3039,경상남도 거제시 고현동 961-36,"경상남도 거제시 서문로 66, 1층 101호 (고현동)",53251,기타,기타
797,복돼지국밥,2022-02-10,영업/정상,055 632 0498,경상남도 거제시 장평동 138-3,"경상남도 거제시 장평4로 64, 1층 (장평동)",53270,한식,한식
798,이나집초밥,2022-02-15,영업/정상,055 6331444,경상남도 거제시 문동동 610-6 주1동,"경상남도 거제시 거제중앙로 1535-2, 주1동 1층 (문동동)",53298,일식,일식
799,이모집,2022-02-16,영업/정상,,경상남도 거제시 고현동 1015-3,"경상남도 거제시 중곡로1길 6-2, 고려시장 1층 103호 (고현동)",53249,분식,분식
800,전주집,2022-02-17,영업/정상,055 636 8413,경상남도 거제시 고현동 1015-1,"경상남도 거제시 중곡로1길 6, 바른 빌딩 1층 (고현동)",53249,한식,한식
801,기통찬족발 옥포점,2022-02-18,영업/정상,055 688 2323,경상남도 거제시 옥포동 1278 덕산2차아파트,"경상남도 거제시 옥포로 298, 상가동 1층 103호 (옥포동, 덕산2차아파트)",53218,식육(숯불구이),식육(숯불구이)
802,나영밀,2022-02-21,영업/정상,055 950 5850,경상남도 거제시 옥포동 624-1,"경상남도 거제시 옥포로20길 48, 1층 (옥포동)",53221,한식,한식
803,우정식당,2022-02-22,영업/정상,,경상남도 거제시 장승포동 697-4,"경상남도 거제시 장승포로 36, 1층 (장승포동)",53320,한식,한식
804,이지사케,2022-02-22,영업/정상,7073332114,경상남도 거제시 수월동 1092-5,"경상남도 거제시 수양로 440-5, 1층 (수월동)",53237,정종/대포집/소주방,정종/대포집/소주방
805,어시장 생선구이,2022-02-22,영업/정상,055 633 0520,경상남도 거제시 연초면 죽토리 327 신우희가로아파트 1동 상가104호,"경상남도 거제시 연초면 죽토로 2, 1동 1층 상가104호 (신우희가로아파트)",53212,한식,한식
806,비빈,2022-02-24,영업/정상,055 681 0030,경상남도 거제시 아주동 1678-12,"경상남도 거제시 아주1로2길 70, 1층 (아주동)",53308,한식,한식
807,이야스(OIAS),2022-02-28,영업/정상,055 6365400,경상남도 거제시 장목면 관포리 122-32 주6동,"경상남도 거제시 장목면 율천두모로 139-20, 주6동 지2층",53201,한식,한식
808,이야(OIA),2022-02-28,영업/정상,055 636 5400,경상남도 거제시 장목면 관포리 122-10,"경상남도 거제시 장목면 율천두모로 139-17, 주1동 1층",53201,한식,한식
809,밥술,2022-03-02,영업/정상,,경상남도 거제시 둔덕면 하둔리 365-26,"경상남도 거제시 둔덕면 하둔1길 23, 주건축물제1동 1층",53281,한식,한식
810,해양산 국밥 아주점,2022-03-02,영업/정상,055 682 3555,경상남도 거제시 아주동 1684-1,"경상남도 거제시 아주2로 41, 1층 (아주동)",53305,일식,일식
811,장수면옥칼국수,2022-03-02,영업/정상,,경상남도 거제시 연초면 죽토리 1101-4,"경상남도 거제시 연초면 거제북로 27-9, 1층",53212,분식,분식
812,포케 데이,2022-03-03,영업/정상,,경상남도 거제시 고현동 1015-4 고려상가 105호,"경상남도 거제시 중곡로 11, 고려상가 1층 105호 (고현동)",53249,기타,기타
813,가게맥주,2022-03-07,영업/정상,,경상남도 거제시 옥포동 531-6,"경상남도 거제시 옥포로20길 18-2, 1층 (옥포동)",53222,호프/통닭,호프/통닭
814,난바다해물칼국수 수월점,2022-03-07,영업/정상,055 637 7372,경상남도 거제시 수월동 204-4,"경상남도 거제시 수양1길 48, 1층 (수월동)",53240,분식,분식
815,알돈네,2022-03-08,영업/정상,055 6817773,경상남도 거제시 일운면 지세포리 702,"경상남도 거제시 일운면 회진길 4, 1층",53328,식육(숯불구이),식육(숯불구이)
816,킨포크,2022-03-08,영업/정상,,경상남도 거제시 일운면 망치리 382-8,"경상남도 거제시 일운면 거제대로 1785, 지1층",53329,기타,기타
817,비비큐(BBQ) 거제사곡점,2022-03-10,영업/정상,055 634 1233,경상남도 거제시 사등면 사곡리 867-6 101호,"경상남도 거제시 사등면 두동로 54-8, 지1층 101호",53278,호프/통닭,호프/통닭
818,달리아,2022-03-15,영업/정상,,경상남도 거제시 옥포동 771,"경상남도 거제시 옥포대첩로 102, 1층 (옥포동)",53230,기타,기타
819,"엄마찬,S",2022-03-15,영업/정상,055 6817222,경상남도 거제시 사등면 사곡리 832-9 사곡영진자이온2단지,"경상남도 거제시 사등면 두동로 54-40, 상가213동 103호 (사곡영진자이온2단지)",53278,한식,한식
820,바다한상,2022-03-16,영업/정상,055 6343001,경상남도 거제시 동부면 구천리 953-2 거제 파노라마 케이블카 211호,"경상남도 거제시 동부면 거제중앙로 288, 거제 파노라마 케이블카 2층 211호",53332,횟집,횟집
821,성원식당,2022-03-17,영업/정상,055 632 2006,경상남도 거제시 고현동 1015-6,"경상남도 거제시 중곡로1길 6-1, 고려시장 1층 103호 (고현동)",53249,한식,한식
822,포커페이스,2022-03-17,영업/정상,,경상남도 거제시 옥포동 1914-9,"경상남도 거제시 옥포로6길 32, 4층 (옥포동)",53231,기타,기타
823,엄마밥상.분식,2022-03-18,영업/정상,055 6333066,경상남도 거제시 고현동 100-8,"경상남도 거제시 고현로 95, 1층 (고현동)",53253,분식,분식
824,장평포차,2022-03-18,영업/정상,055 638 0522,경상남도 거제시 장평동 1200-7,"경상남도 거제시 장평1로7길 15, 1층 (장평동)",53267,정종/대포집/소주방,정종/대포집/소주방
825,소풍,2022-03-23,영업/정상,,경상남도 거제시 장목면 시방리 178-1 주1동,"경상남도 거제시 장목면 이수도길 45-2, 주1 1층",53202,한식,한식
826,에이치에비뉴(H-Avenue),2022-03-24,영업/정상,,경상남도 거제시 동부면 학동리 577,"경상남도 거제시 동부면 학동6길 60, 1층",53332,한식,한식
827,라모비다(LaMovida),2022-03-25,영업/정상,50714261747,경상남도 거제시 아주동 1671-17 현모빌,"경상남도 거제시 아주1로 120, 현모빌 1층 (아주동)",53308,경양식,경양식
828,산타로사(santarosa),2022-03-28,영업/정상,,경상남도 거제시 고현동 818-20,"경상남도 거제시 고현로9길 4, 1층 (고현동)",53253,기타,기타
829,거제눈꽃아나고회 거제오아시스,2022-03-28,영업/정상,,경상남도 거제시 장승포동 182-2,"경상남도 거제시 장승포로 101, 1층 (장승포동)",53319,횟집,횟집
